date,newCasesBySpecimenDate,newCasesByPublishDate
2020-08-07,0,1
2020-08-08,0,1
2020-08-09,0,1
2020-08-10,2,0
2020-08-11,0,0
2020-08-12,1,1
2020-08-13,4,0
2020-08-14,1,2
2020-08-15,0,0
2020-08-16,1,5
2020-08-17,0,0
2020-08-18,1,0
2020-08-19,0,0
2020-08-20,1,1
2020-08-21,1,2
2020-08-22,2,0
2020-08-23,1,0
2020-08-24,2,2
2020-08-25,2,1
2020-08-26,4,2
2020-08-27,9,2
2020-08-28,2,5
2020-08-29,6,0
2020-08-30,4,4
2020-08-31,9,8
2020-09-01,11,6
2020-09-02,3,8
2020-09-03,8,14
2020-09-04,5,3
2020-09-05,5,6
2020-09-06,4,7
2020-09-07,11,5
2020-09-08,11,3
2020-09-09,16,8
2020-09-10,11,12
2020-09-11,7,14
2020-09-12,2,15
2020-09-13,3,7
2020-09-14,7,2
2020-09-15,10,4
2020-09-16,10,7
2020-09-17,16,10
2020-09-18,15,11
2020-09-19,17,18
2020-09-20,30,9
2020-09-21,21,21
2020-09-22,18,24
2020-09-23,29,19
2020-09-24,24,20
2020-09-25,27,28
2020-09-26,33,22
2020-09-27,27,25
2020-09-28,32,24
2020-09-29,63,45
2020-09-30,50,32
2020-10-01,47,35
2020-10-02,69,42
2020-10-03,86,49
2020-10-04,57,133
2020-10-05,100,60
2020-10-06,66,119
2020-10-07,110,84
2020-10-08,109,81
2020-10-09,105,86
2020-10-10,63,93
2020-10-11,90,69
2020-10-12,86,100
2020-10-13,87,119
2020-10-14,104,83
2020-10-15,146,103
2020-10-16,119,106
2020-10-17,72,150
2020-10-18,84,32
2020-10-19,173,70
2020-10-20,134,184
2020-10-21,178,172
2020-10-22,141,146
2020-10-23,126,159
2020-10-24,106,127
2020-10-25,81,107
2020-10-26,130,95
2020-10-27,129,130
2020-10-28,130,118
2020-10-29,80,98
2020-10-30,118,73
2020-10-31,80,96
2020-11-01,93,108
2020-11-02,160,95
2020-11-03,110,149
2020-11-04,116,142
2020-11-05,124,109
2020-11-06,100,119
2020-11-07,92,148
2020-11-08,110,94
2020-11-09,154,92
2020-11-10,137,104
2020-11-11,172,161
2020-11-12,103,176
2020-11-13,149,171
2020-11-14,91,99
2020-11-15,93,120
2020-11-16,137,0
2020-11-17,112,110
2020-11-18,121,129
2020-11-19,94,93
2020-11-20,70,168
2020-11-21,59,100
2020-11-22,40,57
2020-11-23,78,56
2020-11-24,79,28
2020-11-25,57,94
2020-11-26,52,63
2020-11-27,42,104
2020-11-28,30,49
2020-11-29,0,37
2020-11-30,0,34
2020-02-01,0,0
2020-02-02,0,0
2020-02-03,0,0
2020-02-04,0,0
2020-02-05,0,0
2020-02-06,0,0
2020-02-07,0,0
2020-02-08,0,0
2020-02-09,0,0
2020-02-10,0,0
2020-02-11,0,0
2020-02-12,0,0
2020-02-13,0,0
2020-02-14,0,0
2020-02-15,0,0
2020-02-16,0,0
2020-02-17,0,0
2020-02-18,0,0
2020-02-19,0,0
2020-02-20,0,0
2020-02-21,0,0
2020-02-22,0,0
2020-02-23,0,0
2020-02-24,0,0
2020-02-25,0,0
2020-02-26,0,0
2020-02-27,0,0
2020-02-28,0,0
2020-02-29,0,0
2020-03-01,0,0
2020-03-02,0,0
2020-03-03,0,0
2020-03-04,0,0
2020-03-05,0,0
2020-03-06,0,0
2020-03-07,0,0
2020-03-08,0,0
2020-03-09,1,0
2020-03-10,2,0
2020-03-11,1,0
2020-03-12,0,0
2020-03-13,0,0
2020-03-14,1,0
2020-03-15,0,0
2020-03-16,1,0
2020-03-17,3,0
2020-03-18,0,0
2020-03-19,1,0
2020-03-20,2,0
2020-03-21,0,0
2020-03-22,0,0
2020-03-23,3,0
2020-03-24,2,0
2020-03-25,2,0
2020-03-26,6,0
2020-03-27,9,0
2020-03-28,10,0
2020-03-29,4,0
2020-03-30,16,0
2020-03-31,8,0
2020-04-01,13,0
2020-04-02,13,0
2020-04-03,16,0
2020-04-04,11,0
2020-04-05,12,0
2020-04-06,9,0
2020-04-07,20,0
2020-04-08,9,0
2020-04-09,18,0
2020-04-10,6,0
2020-04-11,11,0
2020-04-12,10,0
2020-04-13,9,0
2020-04-14,15,0
2020-04-15,11,0
2020-04-16,10,0
2020-04-17,7,0
2020-04-18,13,0
2020-04-19,12,0
2020-04-20,17,0
2020-04-21,15,0
2020-04-22,19,8
2020-04-23,14,31
2020-04-24,15,23
2020-04-25,9,17
2020-04-26,10,5
2020-04-27,10,3
2020-04-28,31,2
2020-04-29,15,4
2020-04-30,14,9
2020-05-01,27,12
2020-05-02,17,7
2020-05-03,19,3
2020-05-04,15,2
2020-05-05,18,7
2020-05-06,15,6
2020-05-07,14,29
2020-05-08,11,24
2020-05-09,9,2
2020-05-10,11,0
2020-05-11,13,1
2020-05-12,16,12
2020-05-13,9,18
2020-05-14,11,21
2020-05-15,13,17
2020-05-16,11,0
2020-05-17,6,0
2020-05-18,17,0
2020-05-19,14,22
2020-05-20,8,12
2020-05-21,9,12
2020-05-22,6,8
2020-05-23,14,4
2020-05-24,10,1
2020-05-25,8,1
2020-05-26,10,1
2020-05-27,5,3
2020-05-28,6,1
2020-05-29,6,23
2020-05-30,3,5
2020-05-31,4,0
2020-06-01,6,0
2020-06-02,12,0
2020-06-03,4,7
2020-06-04,9,9
2020-06-05,7,0
2020-06-06,2,3
2020-06-07,0,0
2020-06-08,7,0
2020-06-09,3,4
2020-06-10,7,3
2020-06-11,4,2
2020-06-12,19,3
2020-06-13,1,1
2020-06-14,0,0
2020-06-15,7,0
2020-06-16,3,4
2020-06-17,1,2
2020-06-18,10,2
2020-06-19,2,1
2020-06-20,6,8
2020-06-21,1,0
2020-06-22,3,0
2020-06-23,3,2
2020-06-24,2,0
2020-06-25,2,1
2020-06-26,1,5
2020-06-27,4,0
2020-06-28,3,0
2020-06-29,2,0
2020-06-30,3,1
2020-07-01,2,293
2020-07-02,1,7
2020-07-03,1,2
2020-07-04,0,3
2020-07-05,0,1
2020-07-06,1,0
2020-07-07,3,1
2020-07-08,1,0
2020-07-09,1,1
2020-07-10,1,2
2020-07-11,0,1
2020-07-12,1,0
2020-07-13,0,0
2020-07-14,2,0
2020-07-15,0,0
2020-07-16,1,5
2020-07-17,0,0
2020-07-18,0,0
2020-07-19,0,1
2020-07-20,1,0
2020-07-21,2,0
2020-07-22,0,0
2020-07-23,2,1
2020-07-24,2,0
2020-07-25,1,1
2020-07-26,0,1
2020-07-27,3,1
2020-07-28,0,0
2020-07-29,1,6
2020-07-30,2,0
2020-07-31,0,2
2020-08-01,0,2
2020-08-02,4,0
2020-08-03,2,0
2020-08-04,5,2
2020-08-05,1,2
2020-08-06,2,3
2020-08-07,0,1
2020-08-08,0,1
2020-08-09,0,1
2020-08-10,2,0
2020-08-11,0,0
2020-08-12,1,1
2020-08-13,4,0
2020-08-14,1,2
2020-08-15,0,0
2020-08-16,1,5
2020-08-17,0,0
2020-08-18,1,0
2020-08-19,0,0
2020-08-20,1,1
2020-08-21,1,2
2020-08-22,2,0
2020-08-23,1,0
2020-08-24,2,2
2020-08-25,2,1
2020-08-26,4,2
2020-08-27,9,2
2020-08-28,2,5
2020-08-29,6,0
2020-08-30,4,4
2020-08-31,9,8
2020-09-01,11,6
2020-09-02,3,8
2020-09-03,8,14
2020-09-04,5,3
2020-09-05,5,6
2020-09-06,4,7
2020-09-07,11,5
2020-09-08,11,3
2020-09-09,16,8
2020-09-10,11,12
2020-09-11,7,14
2020-09-12,2,15
2020-09-13,3,7
2020-09-14,7,2
2020-09-15,10,4
2020-09-16,10,7
2020-09-17,16,10
2020-09-18,15,11
2020-09-19,17,18
2020-09-20,30,9
2020-09-21,21,21
2020-09-22,18,24
2020-09-23,29,19
2020-09-24,24,20
2020-09-25,27,28
2020-09-26,33,22
2020-09-27,27,25
2020-09-28,32,24
2020-09-29,63,45
2020-09-30,50,32
2020-10-01,47,35
2020-10-02,69,42
2020-10-03,86,49
2020-10-04,57,133
2020-10-05,100,60
2020-10-06,66,119
2020-10-07,110,84
2020-10-08,109,81
2020-10-09,105,86
2020-10-10,63,93
2020-10-11,90,69
2020-10-12,86,100
2020-10-13,87,119
2020-10-14,104,83
2020-10-15,146,103
2020-10-16,119,106
2020-10-17,72,150
2020-10-18,84,32
2020-10-19,173,70
2020-10-20,134,184
2020-10-21,178,172
2020-10-22,141,146
2020-10-23,126,159
2020-10-24,106,127
2020-10-25,81,107
2020-10-26,130,95
2020-10-27,129,130
2020-10-28,130,118
2020-10-29,80,98
2020-10-30,118,73
2020-10-31,80,96
2020-11-01,93,108
2020-11-02,160,95
2020-11-03,110,149
2020-11-04,116,142
2020-11-05,124,109
2020-11-06,100,119
2020-11-07,92,148
2020-11-08,110,94
2020-11-09,154,92
2020-11-10,137,104
2020-11-11,172,161
2020-11-12,103,176
2020-11-13,149,171
2020-11-14,91,99
2020-11-15,93,120
2020-11-16,137,0
2020-11-17,112,110
2020-11-18,121,129
2020-11-19,94,93
2020-11-20,70,168
2020-11-21,59,100
2020-11-22,40,57
2020-11-23,78,56
2020-11-24,79,28
2020-11-25,57,94
2020-11-26,52,63
2020-11-27,42,104
2020-11-28,30,49
2020-11-29,0,37
2020-11-30,0,34
