date,newCasesBySpecimenDate,newCasesByPublishDate
2020-08-07,0,0
2020-08-08,0,1
2020-08-09,0,3
2020-08-10,5,0
2020-08-11,1,0
2020-08-12,5,2
2020-08-13,2,0
2020-08-14,4,5
2020-08-15,1,5
2020-08-16,0,3
2020-08-17,2,0
2020-08-18,1,3
2020-08-19,2,0
2020-08-20,0,2
2020-08-21,0,1
2020-08-22,3,1
2020-08-23,1,0
2020-08-24,1,1
2020-08-25,1,3
2020-08-26,3,1
2020-08-27,2,3
2020-08-28,0,1
2020-08-29,0,1
2020-08-30,2,2
2020-08-31,1,1
2020-09-01,3,1
2020-09-02,6,1
2020-09-03,7,0
2020-09-04,2,3
2020-09-05,1,0
2020-09-06,6,10
2020-09-07,14,1
2020-09-08,4,3
2020-09-09,3,8
2020-09-10,0,4
2020-09-11,2,7
2020-09-12,2,6
2020-09-13,2,6
2020-09-14,4,1
2020-09-15,1,4
2020-09-16,4,1
2020-09-17,7,3
2020-09-18,7,6
2020-09-19,6,7
2020-09-20,4,4
2020-09-21,12,4
2020-09-22,9,10
2020-09-23,8,14
2020-09-24,15,8
2020-09-25,18,2
2020-09-26,7,12
2020-09-27,17,9
2020-09-28,19,9
2020-09-29,25,13
2020-09-30,59,15
2020-10-01,42,16
2020-10-02,54,9
2020-10-03,24,61
2020-10-04,15,73
2020-10-05,40,27
2020-10-06,33,63
2020-10-07,52,27
2020-10-08,31,46
2020-10-09,46,19
2020-10-10,42,39
2020-10-11,23,29
2020-10-12,51,26
2020-10-13,58,43
2020-10-14,65,70
2020-10-15,45,50
2020-10-16,52,38
2020-10-17,51,53
2020-10-18,54,63
2020-10-19,112,32
2020-10-20,110,62
2020-10-21,123,141
2020-10-22,143,80
2020-10-23,109,84
2020-10-24,99,127
2020-10-25,93,116
2020-10-26,168,81
2020-10-27,158,169
2020-10-28,181,142
2020-10-29,183,170
2020-10-30,181,160
2020-10-31,178,199
2020-11-01,195,196
2020-11-02,354,180
2020-11-03,308,195
2020-11-04,274,287
2020-11-05,294,280
2020-11-06,299,282
2020-11-07,212,309
2020-11-08,171,315
2020-11-09,403,218
2020-11-10,366,191
2020-11-11,296,254
2020-11-12,280,426
2020-11-13,250,312
2020-11-14,195,296
2020-11-15,155,267
2020-11-16,284,229
2020-11-17,238,197
2020-11-18,199,234
2020-11-19,158,260
2020-11-20,150,196
2020-11-21,92,177
2020-11-22,75,133
2020-11-23,169,120
2020-11-24,116,57
2020-11-25,94,164
2020-11-26,88,154
2020-11-27,94,72
2020-11-28,56,101
2020-11-29,47,89
2020-11-30,19,78
2020-12-01,0,66
2020-02-01,0,0
2020-02-02,0,0
2020-02-03,0,0
2020-02-04,0,0
2020-02-05,0,0
2020-02-06,0,0
2020-02-07,0,0
2020-02-08,0,0
2020-02-09,0,0
2020-02-10,0,0
2020-02-11,0,0
2020-02-12,0,0
2020-02-13,0,0
2020-02-14,0,0
2020-02-15,0,0
2020-02-16,0,0
2020-02-17,0,0
2020-02-18,0,0
2020-02-19,0,0
2020-02-20,0,0
2020-02-21,0,0
2020-02-22,0,0
2020-02-23,0,0
2020-02-24,0,0
2020-02-25,0,0
2020-02-26,0,0
2020-02-27,0,0
2020-02-28,0,0
2020-02-29,0,0
2020-03-01,1,0
2020-03-02,0,0
2020-03-03,0,0
2020-03-04,0,0
2020-03-05,0,0
2020-03-06,0,0
2020-03-07,0,0
2020-03-08,0,0
2020-03-09,0,0
2020-03-10,0,0
2020-03-11,0,0
2020-03-12,0,0
2020-03-13,0,0
2020-03-14,0,0
2020-03-15,0,0
2020-03-16,0,0
2020-03-17,0,0
2020-03-18,0,0
2020-03-19,0,0
2020-03-20,0,0
2020-03-21,3,0
2020-03-22,0,0
2020-03-23,0,0
2020-03-24,1,0
2020-03-25,3,0
2020-03-26,3,0
2020-03-27,2,0
2020-03-28,0,0
2020-03-29,3,0
2020-03-30,3,0
2020-03-31,2,0
2020-04-01,5,0
2020-04-02,8,0
2020-04-03,10,0
2020-04-04,8,0
2020-04-05,4,0
2020-04-06,15,0
2020-04-07,12,0
2020-04-08,9,0
2020-04-09,13,0
2020-04-10,17,0
2020-04-11,14,0
2020-04-12,10,0
2020-04-13,15,0
2020-04-14,28,0
2020-04-15,31,0
2020-04-16,10,0
2020-04-17,15,0
2020-04-18,24,0
2020-04-19,18,0
2020-04-20,25,0
2020-04-21,13,0
2020-04-22,29,44
2020-04-23,17,17
2020-04-24,38,22
2020-04-25,28,13
2020-04-26,28,23
2020-04-27,33,18
2020-04-28,36,0
2020-04-29,68,26
2020-04-30,55,6
2020-05-01,50,12
2020-05-02,20,22
2020-05-03,35,7
2020-05-04,29,6
2020-05-05,30,34
2020-05-06,13,25
2020-05-07,28,18
2020-05-08,18,17
2020-05-09,8,7
2020-05-10,21,11
2020-05-11,21,6
2020-05-12,25,0
2020-05-13,16,23
2020-05-14,19,8
2020-05-15,20,7
2020-05-16,12,5
2020-05-17,22,10
2020-05-18,26,0
2020-05-19,22,0
2020-05-20,20,19
2020-05-21,39,9
2020-05-22,20,8
2020-05-23,26,0
2020-05-24,32,7
2020-05-25,21,6
2020-05-26,17,6
2020-05-27,15,14
2020-05-28,19,4
2020-05-29,14,4
2020-05-30,13,3
2020-05-31,11,1
2020-06-01,7,7
2020-06-02,11,0
2020-06-03,7,1
2020-06-04,11,9
2020-06-05,6,4
2020-06-06,4,2
2020-06-07,1,3
2020-06-08,7,0
2020-06-09,6,2
2020-06-10,16,3
2020-06-11,6,0
2020-06-12,13,13
2020-06-13,15,2
2020-06-14,7,0
2020-06-15,11,8
2020-06-16,25,0
2020-06-17,5,5
2020-06-18,6,4
2020-06-19,3,1
2020-06-20,5,5
2020-06-21,4,1
2020-06-22,2,0
2020-06-23,4,0
2020-06-24,2,4
2020-06-25,3,1
2020-06-26,1,0
2020-06-27,0,2
2020-06-28,1,0
2020-06-29,1,0
2020-06-30,3,0
2020-07-01,2,728
2020-07-02,0,0
2020-07-03,2,3
2020-07-04,2,2
2020-07-05,0,0
2020-07-06,1,2
2020-07-07,0,0
2020-07-08,2,1
2020-07-09,0,0
2020-07-10,1,0
2020-07-11,1,2
2020-07-12,0,1
2020-07-13,2,1
2020-07-14,1,1
2020-07-15,1,2
2020-07-16,1,1
2020-07-17,3,1
2020-07-18,6,1
2020-07-19,2,2
2020-07-20,2,7
2020-07-21,2,2
2020-07-22,0,0
2020-07-23,1,3
2020-07-24,4,1
2020-07-25,0,2
2020-07-26,1,3
2020-07-27,1,1
2020-07-28,2,1
2020-07-29,1,3
2020-07-30,1,0
2020-07-31,2,2
2020-08-01,0,1
2020-08-02,1,0
2020-08-03,0,0
2020-08-04,1,1
2020-08-05,2,0
2020-08-06,0,0
2020-08-07,0,0
2020-08-08,0,1
2020-08-09,0,3
2020-08-10,5,0
2020-08-11,1,0
2020-08-12,5,2
2020-08-13,2,0
2020-08-14,4,5
2020-08-15,1,5
2020-08-16,0,3
2020-08-17,2,0
2020-08-18,1,3
2020-08-19,2,0
2020-08-20,0,2
2020-08-21,0,1
2020-08-22,3,1
2020-08-23,1,0
2020-08-24,1,1
2020-08-25,1,3
2020-08-26,3,1
2020-08-27,2,3
2020-08-28,0,1
2020-08-29,0,1
2020-08-30,2,2
2020-08-31,1,1
2020-09-01,3,1
2020-09-02,6,1
2020-09-03,7,0
2020-09-04,2,3
2020-09-05,1,0
2020-09-06,6,10
2020-09-07,14,1
2020-09-08,4,3
2020-09-09,3,8
2020-09-10,0,4
2020-09-11,2,7
2020-09-12,2,6
2020-09-13,2,6
2020-09-14,4,1
2020-09-15,1,4
2020-09-16,4,1
2020-09-17,7,3
2020-09-18,7,6
2020-09-19,6,7
2020-09-20,4,4
2020-09-21,12,4
2020-09-22,9,10
2020-09-23,8,14
2020-09-24,15,8
2020-09-25,18,2
2020-09-26,7,12
2020-09-27,17,9
2020-09-28,19,9
2020-09-29,25,13
2020-09-30,59,15
2020-10-01,42,16
2020-10-02,54,9
2020-10-03,24,61
2020-10-04,15,73
2020-10-05,40,27
2020-10-06,33,63
2020-10-07,52,27
2020-10-08,31,46
2020-10-09,46,19
2020-10-10,42,39
2020-10-11,23,29
2020-10-12,51,26
2020-10-13,58,43
2020-10-14,65,70
2020-10-15,45,50
2020-10-16,52,38
2020-10-17,51,53
2020-10-18,54,63
2020-10-19,112,32
2020-10-20,110,62
2020-10-21,123,141
2020-10-22,143,80
2020-10-23,109,84
2020-10-24,99,127
2020-10-25,93,116
2020-10-26,168,81
2020-10-27,158,169
2020-10-28,181,142
2020-10-29,183,170
2020-10-30,181,160
2020-10-31,178,199
2020-11-01,195,196
2020-11-02,354,180
2020-11-03,308,195
2020-11-04,274,287
2020-11-05,294,280
2020-11-06,299,282
2020-11-07,212,309
2020-11-08,171,315
2020-11-09,403,218
2020-11-10,366,191
2020-11-11,296,254
2020-11-12,280,426
2020-11-13,250,312
2020-11-14,195,296
2020-11-15,155,267
2020-11-16,284,229
2020-11-17,238,197
2020-11-18,199,234
2020-11-19,158,260
2020-11-20,150,196
2020-11-21,92,177
2020-11-22,75,133
2020-11-23,169,120
2020-11-24,116,57
2020-11-25,94,164
2020-11-26,88,154
2020-11-27,94,72
2020-11-28,56,101
2020-11-29,47,89
2020-11-30,19,78
2020-12-01,0,66
