hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,Sy,Fel,CoH,CoA,CoU,CoL,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,DN,BL,Bg,T100,xMT,xC,xG,xN,xDT,O,Un,P600,P500
2236,"Bannau Sir Gaer - Picws Du","32A",5603,"Sim,Hew,N,sHu","749.1","2458","SN811218","SN 81174 21864","SN 8163 2172","655.9","93.2","cairn","","obvious summit/Trimble GeoXH 6000","2014-10-04","","160","OL12W","281171","221859","51.882598","-3.727838","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2237,"Fan Fawr","32A",,"Ma,Sim,Hew,N","734","2408","SN969193","SN 96989 19369","SN982203","439","295","no feature: 6m WNW of cairn","","Abney level","2001-10-28","","160","OL12E","296987","219364","51.863322","-3.497408","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2238,"Fan Gyhirych","32A",,"Ma,Sim,Hew,N","725","2379","SN880191","SN 88057 19124","SN924196","445","280","no feature 50m N of trig point","trig point is at SN 88058 19077 and is lower; large cairn 30m N at SN 88065 19155 is also lower","Abney level","2001-10-28","","160","OL12W","288054","219119","51.859398","-3.626991","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2239,"Pen Allt-mawr","32A",2229,"Hu,Sim,Hew,N","720","2362","SO206243","SO 20697 24307","SO 20442 28617","618","102","no feature 30m S of trig point","ground higher than base of trig point at SO 20691 24334, but ground within 10m of trig point could also be as high","Abney level","2009-11-20","","161","OL13N OL13S","320695","224302","51.911588","-3.154330","W","",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2240,"Fan y Big","32A",2233,"N,sSim","716.7","2351","SO036206","SO 03654 20669","SO037198","688.2","28.5","no feature","","obvious summit/Trimble GeoXH 6000","2018-07-16","","160","OL12E","303652","220664","51.876199","-3.401011","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2241,"Rhos Dirion","32A",2229,"N,sSim","713","2339","SO211333","SO 21157 33391","SO205326","691","22","no feature 20m SE of trig point at SO 21149 33406","","","2012-12-10","","161","OL13N","321155","233386","51.993311","-3.149731","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2242,"Black Mountain","32A",,"Ma,Sim,Hew,N, CoH,CoU,CoA","703","2306","SO255350","SO 25564 35023","SO235352","549","154","no feature","ground 130m S is probably lower","Abney level","2001-10-28","","161","OL13N","325562","235018","52.008591","-3.085913","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2243,"Pen Cerrig-calch","32A",2229,"Sim,Hew,N","701","2300","SO216224","SO 21655 22419","SO212228","649","52","ancient cairn","higher than trig point at SO 21707 22368 and ground 90m SE at SO 21722 22360","Abney level","2001-10-28","","161","OL13S","321653","222414","51.894753","-3.139976","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2244,"Twmpa","32A",2229,"Sim,Hew,N","690","2264","SO224350","SO 22482 35062","SO219344","611","79","cairn","","","2001-10-28","","161","OL13N","322480","235057","52.008519","-3.130815","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2245,"Chwarel y Fan","32A",2229,"Sim,Hew,N,CoH, CoU,CoA","679","2228","SO258294","SO 25819 29417","SO243308","607","72","cairn","two knolls to SE are just lower","Abney level","2007-06-30","","161","OL13N","325817","229412","51.958231","-3.080984","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2246,"Waun Lefrith","32A",5603,"N","677","2221","SN798214","SN 79837 21454","SN800213","662","15","cairn","","Abney level","2007-03-10","","160","OL12W","279834","221449","51.878626","-3.747110","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,"Hay Bluff","32A",2242,"xN","677","2221","SO244366","SO 24434 36633","SO249362","666","11","trig point","","","2012-12-10","","161","OL13N","324432","236628","52.022910","-3.102729","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2248,"Fan Fraith","32A",2238,"N","668","2192","SN887183","SN 88756 18337","SN887185","652","16","small cairn on peat hag","alternative summit 100m NNE at SN 88800 18427","Abney level","2012-08-15","","160","OL12W","288753","218332","51.852465","-3.616591","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,"Fan Nedd","32A",,"Ma,Sim,Hew,N","663","2175","SN913184","SN 91335 18413","SN904192","489","174","trig point","","","2012-12-10","","160","OL12E","291332","218408","51.853656","-3.579186","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2250,"Mynydd Llysiau","32A",2229,"Sim,Hew,N","663","2175","SO207279","SO 20707 27947","SO211267","623","40","cairn","SE summit is lower","Abney level","2001-10-28","","161","OL13N","320705","227942","51.944310","-3.155024","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2251,"Pen Twyn Mawr","32A",2229,"N","658","2159","SO242267","SO 24228 26728","SO242270","641","17","no feature 15m NE of cairn","","Abney level","2012-08-15","","161","OL13N","324226","226723","51.933844","-3.103540","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2252,"Allt Lwyd","32A",2233,"N,sSim","653.1","2143","SO078189","SO 07862 18915","SO 0753 1911","625.4","27.7","small cairn","","Trimble GeoXH 6000","2014-10-19","","160","OL12E","307860","218910","51.861144","-3.339432","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2253,"Pen Twyn Glas","32A",2229,"N,sSim","646","2119","SO213257","SO 21303 25739","SO207254","625","21","small cairn","","obvious summit","2012-12-10","","161","OL13N","321301","225734","51.924547","-3.145849","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2254,"Black Mountain South Top","32A",2242,"N","637","2090","SO267322","SO 26712 32268","SO267326","622","15","small cairn","ground 35m SW at SO 26685 32250 is probably lower","","2009-06-08","","161","OL13N","326710","232263","51.983978","-3.068600","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,"Garreg Las [Twyn-Swnd]","32A",5603,"Sim,Hew,N,sHu","635","2083","SN777203","SN 77747 20331","SN786213","543","92","northerly of two huge ancient cairns","25m ESE of ancient cairn ground is higher than visible base of cairn; S cairn is at SN 77735 20289 and is 40m from N cairn","Abney level","2001-10-28","","160","OL12W","277744","220326","51.868080","-3.777059","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2256,"Fan Llia","32A",2237,"Sim,Hew,N,sHu","632","2073","SN938186","SN 93835 18614","SN946210","533","99","a few flat stones","","obvious summit","2001-10-28","","160","OL12E","293833","218609","51.855944","-3.542963","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2257,"Fan Frynych","32A",2237,"Sim,Hew,N","629","2064","SN957227","SN 95793 22791","SN966202","555","74","trig point","","obvious summit","2007-03-10","","160","OL12E","295791","222786","51.893856","-3.515805","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2258,"Craig Cerrig-gleisiad","32A",2237,"Sim,Hew,N","629","2064","SN960218","SN 96071 21806","SN959221","583","46","cairn","","Abney level","2012-12-10","","160","OL12E","296069","221801","51.885055","-3.51147","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2259,"Y Gyrn","32A",2226,"N,sSim","619","2031","SN988216","SN 98898 21613","SN991220","595","24","small cairn with post","","Abney level","2012-12-10","","160","OL12E","298896","221608","51.883841","-3.470353","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2260,"Cefn yr Ystrad","32A",,"Ma,Sim,Hew,N","619","2031","SO087136","SO 08801 13630","SO052172","439","180","ancient cairn","base of cairn is 80cm above trig point FB (SO 08697 13736)","Abney level","2014-12-12","","160","OL12E","308799","213625","51.813793","-3.324406","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2261,"Garreg Lwyd [Moel Gornach]","32A",5603,"Hu,Sim,Hew,N","616","2021","SN740179","SN 74042 17930","SN766185","512","104","ancient cairn","15m NNE of trig point (SN 74037 17917)","Abney level","2001-10-28","","160","OL12W","274039","217925","51.845678","-3.829967","W","",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2262,"Pen-y-Garn Fawr","32A",2242,"xN","616","2021","SO277310","","SO273315","604","12","","","","2012-03-28","","161","OL13N","327700","231000","51.972753","-3.053920","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2263,"Mynydd Troed","32A",,"Ma,Sim,Dew","609","1998","SO165292","SO 16568 29237","SO172300","323","286","trig point","","","2001-10-28","","161","OL13N","316566","229232","51.9553","-3.21554","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,"Yr Allt","32A",2238,"Sim,Dew","604","1982","SN905200","SN 90518 20054","SN900195","564","40","tiny cairn 20m N of fence corner","","obvious summit","2001-10-28","","160","OL12E","290515","220049","51.868245","-3.591564","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,"Foel Fraith","32A",5603,"Sim,Dew","602","1975","SN756183","SN 75682 18309","SN749179","525","77","cairn","","Abney level","2007-03-10","","160","OL12W","275679","218304","51.849452","-3.806308","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,"Sugar Loaf","32A",,"Ma,5,Dew","596","1955","SO272187","SO 27253 18770","SO297212","185","411","trig point","semi-circle of rocks slightly higher than worn ground at trig point base","Abney level","2012-12-10","","161","OL13S","327251","218765","51.86271","-3.057868","W","",0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2267,"Tor y Foel","32A",,"Ma,5,Dew","551","1808","SO114194","SO 11458 19498","SO101176","394","157","ground 3m N of flattened cairn","ground 130m E is about 1.5m lower","Abney level","2012-12-10","","161","OL13S","311456","219493","51.866968","-3.287376","W","",0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,"Mynydd Llangorse","32A",,"Ma,5,Dew","515","1690","SO159266","SO 15938 26704","SO161283","354","161","no feature","","Abney level","2001-10-28","","161","OL13N","315936","226699","51.932436","-3.224086","W","",0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,"Ysgyryd Fawr","32A",,"Ma,4","486","1594","SO331182","SO 33118 18283","SO319194","142","344","rock 3m E of trig point","","Abney level","2001-10-28","","161","OL13S","333116","218278","51.859066","-2.972614","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,"Mynydd Epynt [Mynydd Eppynt]","32A",,"Ma,4","478","1568","SN961464","SN 96128 46433","SN840432","279","199","short concrete marker","","obvious summit","2009-11-20","","147","188","296125","246428","52.106407","-3.518111","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,"Mynydd Bwlch-y-Groes","32A",2270,"Hu,4,sMa","442","1450","SN868356","SN 86859 35629","SN891383","302","140","ground within 2m of trig point","","","2001-10-28","","160","OL12W 187S","286856","235624","52.007491","-3.649812","W","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,"Graig Syfyrddin [Edmund's Tump]","32A",,"Ma,4","423","1388","SO403210","SO 40393 21071","SO387216","188","235","trig point","","Abney level","2012-12-10","","161","189","340391","221066","51.884957","-2.867470","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,"Allt yr Esgair","32A",,"Ma,3","392.6","1288","SO126243","SO 12615 24360","SO 1424 2252","194","199","rocky knoll","","Abney level/Trimble GeoXH 6000/LIDAR","2016-12-23","col height determined by LIDAR. Natural col now covered by road/road structure","161","OL13N OL13S","312613","224355","51.910854","-3.271810","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,"Bryn Arw","32A",,"Ma,3","384","1260","SO301206","SO 30157 20703","SO291204","228","156","two large half-buried stones","","","2001-10-28","Replaces hill 2275 as Marilyn","161","OL13S","330155","220698","51.880458","-3.016094","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,"Bryn Arw (old GR)","32A",2274,"Un","381","1250","SO304197","SO 30446 19735","SO303199","375","6","small stone pillar on flat bracken-covered top","","","2012-12-10","Marilyn relocated to hill 2274","161","OL13S","330444","219730","51.871792","-3.011701","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2276,"Myarth","32A",,"Ma,2","292","958","SO170208","SO 17100 20841","SO153210","128","164","small cairn on tree stump","note: trees limit visibility to 20m; summit position cannot be certain","Abney level","2001-10-28","","161","OL13S","317098","220836","51.879908","-3.205776","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,"Hirfynydd","32B",,"Ma,4","481","1578","SN839076","SN 83948 07614","SN845107","235","246","rock 20m ENE of trig point","trig point is at SN 83928 07606","Abney level","2001-10-28","ground in forest 125m ESE might be as high","160","OL12W","283945","207609","51.755114","-3.682774","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,"Mynydd Marchywel","32B",,"Ma,4","418","1371","SN768037","SN 76822 03773","SN790086","155","263","trig point and ground for 5m radius","ground by cairn/shelter is lower; ancient cairn marked on map is also lower","Abney level","2012-12-10","","170","165","276819","203768","51.719072","-3.784603","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,"Trichrug","32B",,"Ma,4","415","1362","SN698229","SN 69893 22928","SN697198","224","191","ground by wall 3m NW of trig point","base of ancient cairn 100m NE at SN 69970 22994 is lower","Abney level","2003-01-15","","160","OL12W","269890","222923","51.889639","-3.892048","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,"Mynydd y Betws","32B",,"Ma,3,CoU","373.1","1224","SN664094","SN 66473 09487","SN699095","168","205","no feature","flat summit; ground 50m NE at SN 66501 09537 is as high","","2017-11-07","","159","165 178","266470","209482","51.768049","-3.936526","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,"Mynydd Uchaf","32B",,"Ma,3","357","1171","SN715103","SN 71568 10313","SN739135","175","182","no feature","","Abney level","2001-10-28","","160","165","271565","210308","51.776665","-3.863037","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,"Mynydd Allt-y-grug","32B",,"Ma,3","338","1109","SN750079","SN 75097 07932","SN758102","148","190","no feature","","Abney level","2001-10-28","Alternative summit 338m at SN753081","160","165","275094","207927","51.756067","-3.811055","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
