hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,Sy,Fel,CoH,CoA,CoU,CoL,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,DN,BL,Bg,T100,xMT,xC,xG,xN,xDT,O,Un,P600,P500
2171,"Garreg-hir","31A",,"Ma,4","484.9","1591","SN998979","SN 99871 97920","SH 92471 03180","334.2","150.7","no feature on NE escarpment 140m N of trig point","summit is 10cm higher than ground at SN 99899 97784 12m SSE of trig point","Leica NA730/Leica 530","2011-10-02","","136","215E","299869","297916","52.569834","-3.478830","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,"Bryn y Fan","31A",,"Ma,4","482","1581","SN931884","SN 93126 88501","SN927891","305","177","rocky knoll 8m ESE of trig point","trig point (SN 93119 88503) is 50cm lower; rocky knoll (SN 93112 88495) 8m SW of trig point is 5cm lower; grassy mound (SN 93153 88627) 130m S of trig point is 1m lower","Abney level","2007-03-10","","136","214W","293123","288497","52.483902","-3.575286","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,"Esgair Ddu","31A",,"Ma,4","464","1522","SH873106","SH 87328 10645","SH891083","242","222","no feature","","","2012-12-10","","124 125","OL23E","287325","310641","52.681725","-3.66817","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,"Stingwern Hill","31A",,"Ma,3","358","1175","SJ132014","SJ 13287 01458","SO098997","178","180","trig point","ground 100m SW is about as high","","2001-10-28","","136","215E","313285","301454","52.603937","-3.28187","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,"Upper Park","31A",,"Ma,3","352","1155","SJ189052","SJ 18976 05274","SJ167052","178","174","no feature: ground in wood","ground in trees on NE top 170m away is about 3m lower","Abney level","2012-12-10","","125","216","318974","305270","52.639114","-3.198823","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,"Cefn Coch [Ffridd Esgair-yr-owen]","31A",2161,"Hu,2,sMa","285","935","SH815025","SH 81549 02559","SH835025","145","140","grassy knoll","rocky rib 20m NE at SH 81565 02577 is probably lower","","2001-10-28","","135 136","215W","281546","302555","52.607833","-3.750710","W","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,"Great Rhos","31B",,"Ma,Sim,Hew,N, CoH","660","2165","SO182638","SO 18220 63902","SO 1777 7180","281.3","379","trig point","","Abney level","2018-08-02","","148","200E","318218","263897","52.267141","-3.199842","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2179,"Black Mixen","31B",2178,"Sim,Hew,N","650","2133","SO196643","SO 19652 64402","SO188650","605","45","trig point","","obvious summit","2001-10-28","","148","200E","319650","264397","52.271846","-3.178981","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2180,"Great Creigau","31B",2178,"xN","646","2119","SO198636","SO 19802 63644","SO199638","635","11","no feature: deep heather","","Abney level","2009-06-08","","148","200E","319800","263639","52.265055","-3.176603","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2181,"Bache Hill","31B",2178,"Sim,Hew,N","610","2001","SO213636","SO 21390 63649","SO204637","569","41","trig point","","obvious summit","2001-10-28","","137 148","201N","321387","263644","52.26533","-3.15334","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2182,"Pegwn Mawr","31B",,"Ma,5,Dew","586","1923","SO023812","SO 02394 81245","SN926800","286","300","ancient cairn","trig point 35m SW (SO 02362 81221) is 1.75m lower","Leica NA730","2018-08-02","delete","136","214E","302391","281241","52.420428","-3.436729","W","",0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,"Beacon Hill","31B",,"Ma,5,Dew","547","1795","SO176767","SO 17647 76799","SO070842","368","179","trig point","","obvious summit","2015-02-14","","136 148","214E","317645","276794","52.382978","-3.211399","W","",0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,"Gwaunceste Hill","31B",,"Ma,5,Dew","542","1778","SO158555","SO 15822 55553","SO169582","379","163","ground 1m E of trig point","ground to about 100m S is 0.5m lower","Abney level/Trimble GeoXH 6000","2015-09-12","summit measurement is 542.0m; alternative col at SO166583","148","200E","315820","255548","52.191734","-3.232893","W","",0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,"Llanfihangel Hill [Colva Hill]","31B",2184,"Hu,5,Dew,sMa","532.2","1746","SO194553","SO 19452 55403","SO 17968 55359","387.6","144.6","no feature: ground 9m NNE of trig point","ground is 10cm higher than trig point base","Leica NA730/Leica GS15","2015-10-21","","148","200E","319450","255398","52.190929","-3.179765","W","",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,"Cilfaesty Hill","31B",2183,"Hu,5,Dew,sMa","528","1732","SO128840","SO 12806 84085","SO120823","385","143","small mound topped with wood and refuse","","obvious summit","2001-10-28","","136","214E","312804","284080","52.447715","-3.284407","W","",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,"Corndon Hill","31B",,"Ma,5,Dew","513.6","1685","SO306969","SO 30602 96927","SO 3251 9951","310.5","203.1","rock 2m E of trig point","","Abney level/Trimble GeoXH 6000","2018-02-04","","137","216","330600","296923","52.5657","-3.025292","W","",0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,"Garreg Lwyd","31B",,"Ma,4","498.1","1634","SN942733","SN 94217 73332","SN982751","293","205","ground within 1m of arranged flat stones","knoll 19m West is 1cm lower","Leica NA730/Leica 530","2009-07-03","","136 147","214W","294214","273327","52.347788","-3.554432","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,"Gwastedyn Hill","31B",,"Ma,4","477","1565","SN986661","SN 98683 66150","SN993686","235","242","cairn","higher than hill 2190 at SN 98203 66310 by 1.4m","Leica Runner 20","2001-10-28","","136 147","200W","298681","266145","52.284089","-3.486720","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,"Gwastedyn Hill West Top","31B",2189,"Un","476","1562","SN982663","SN 98203 66311","SN983662","457","19","rock 10m from large 3m high cairn","lower than hill 2189 SN 98683 66150 by 1.4m","Leica Runner 20","2012-12-10","Given as of equal height to 2189 prior to survey","136 147","200W","298201","266306","52.285447","-3.493802","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2191,"Gamallt","31B",2182,"Hu,4,sMa","474.6","1557","SN955709","SN 95544 70943","SN 97882 70815","327.2","147.4","small rib of rock","ground 25m W at SN 95520 70943 is 20cm lower","Abney level/Leica 530","2016-11-15","","136 147","200W","295541","270938","52.326573","-3.534214","W","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,"Cefn Cenarth","31B",,"Ma,4","460","1509","SN969762","SN 96907 76268","SN962763","305","155","no feature","","Abney level","2001-10-28","","136 147","214W","296905","276263","52.374691","-3.515851","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,"Aberedw Hill","31B",,"Ma,4","451","1480","SO084507","SO 08447 50780","SO086534","224","227","trig point","height difference between trig point and tumulus 450m SE (Hill 2194) cannot be resolved by Abney level","Abney level","2001-10-28","Alternative summit at SO087504 (hill 2194)","147","188 200E","308445","250775","52.147657","-3.339464","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,"Aberedw Hill","31B",2193,"Un","451","1480","SO087504","SO 08788 50497","SO086506","446","5","no feature: flat-topped tumulus","height difference between tumulus and trig point 450m NW (Hill 2193) cannot be resolved by Abney level","Abney level","2009-06-08","Alternative summit at SO084507 (hill 2193)","147","188 200E","308786","250492","52.14517","-3.334405","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2195,"Carneddau","31B",,"Ma,4","445","1460","SO069551","SO 06993 55202","SO071559","239","206","a few stones","all other summits are lower","Abney level","2001-10-28","","147","200E","306991","255197","52.187159","-3.361920","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,"Rhiw Gwraidd West Top","31B",2197,"Un","442","1450","SO009634","SO 00983 63408","SO011634","424","18","small pile of stones on knoll by fence","summit 7cm lower than E top (hill 2197) SO 01611 63437","Leica NA730","2010-06-28","Lower than East top (hill 2197) by 7cm, making 2197 the Marilyn","147","200E","300981","263403","52.259865","-3.452208","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2197,"Rhiw Gwraidd","31B",,"Ma,4","442","1450","SO016634","SO 01610 63437","SO007649","229","213","rock 1.5m N of small cairn","summit 7cm higher than W top (hill 2196) SO 00983 63408","Leica NA730","2014-03-05","Higher than West top (hill 2196) by 7cm, making this the Marilyn","147","200E","301608","263432","52.260238","-3.443033","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,"Gilwern Hill","31B",2178,"Hu,4,sMa","440.6","1446","SO098582","SO 09898 58296","SO 1439 6095","294","146.6","embedded rock 5m E of trig point","rock and trig point are both on tumulus","obvious summit/Trimble GeoXH 6000","2015-12-14","Col measurement is 294.0m","147","200E","309896","258291","52.215451","-3.320263","W","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,"The Begwns","31B",,"Ma,4","415","1362","SO155444","SO 15502 44414","SO204490","258","157","highest point in trees of roundabout","ground 75m SW of trig point at SO 15388 44361 is lower; trees hamper GPS measurement","Abney level","2001-10-28","","148 161","OL13N 188","315500","244409","52.091561","-3.2348","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,"Long Mountain","31B",,"Ma,4","408","1339","SJ264058","SJ 26476 05827","SJ288021","103","305","ground 4m NE of trig point","40cm higher than trig point: highest point of embankment is at SJ 26541 05872 and is 0.29m lower than the summit","Leica NA730","2001-10-28","","126","216","326474","305823","52.645154","-3.088133","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,"Moel y Golfa","31B",,"Ma,4","403.2","1323","SJ290125","SJ 29076 12533","SJ329120","142","261","rock on knoll 20m NNE of memorial","knoll 45m SSW at SJ 29050 12495 is 10cm lower","Leica NA730/Trimble GeoXH 6000","2014-10-19","","126","240","329074","312529","52.705776","-3.051158","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,"Caeliber Isaf","31B",,"Ma,3","353.5","1160","SO211934","SO 21165 93417","SO 2060 9085","184","169.5","no feature: pasture","ground 50m SW at SO 21116 93393 is about 0.5m lower; ground 550m SSW at SO 20934 92927 is 0.3m lower","Abney level/Leica RX1250","2013-12-14","Col height measured to be 184.0m","137","216","321163","293413","52.532869","-3.163649","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,"Drygarn Fawr","31C",,"Ma,Sim,Hew,N","645","2116","SN862584","SN 86290 58414","SN854757","388","257","large cairn 65m NE of trig point","trig point is at SN 86225 58380; note cairn 500m NE at SN 86760 58580 is lower","","2012-12-10","","147","187N 200W","286287","258409","52.212142","-3.665713","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2204,"Gorllwyn","31C",2203,"Sim,Hew,N","613","2011","SN917590","SN 91795 59052","SN893583","525","88","trig point in shelter","","obvious summit","2012-12-10","","147","200W","291792","259047","52.218985","-3.585379","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2205,"Pen y Garn","31C",,"Ma,Sim,Hew,N","611","2005","SN798771","SN 79856 77148","SN796839","417","194","no feature by gate","embedded rock by trig point 65m S at SN 79847 77084 is 0.1m lower","Abney level/Trimble GeoXH 6000","2014-10-19","","135 147","213","279853","277143","52.379122","-3.766523","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2206,"Y Gamriw","31C",2203,"Sim,Dew","604","1982","SN944611","SN 94407 61193","SN928605","555","49","ancient cairn 270m W of trig point","trig point (SN 94675 61224) is lower","","2001-10-28","","147","200W","294404","261188","52.238734","-3.547828","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,"Llan Ddu Fawr [Waun Claerddu]","31C",,"Ma,5,Dew","594","1949","SN790704","SN 79071 70428","SN796669","426","168","collapsed cairn 2m SE of tall cairn","","","2009-11-20","","135 147","213","279068","270423","52.318563","-3.775627","W","",0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,"Foel Cwmcerwyn","31C",,"Ma,5,Dew,CoH, CoU","536","1759","SN094311","SN 09410 31161","SN254317","192","344","ground 2m NE of trig point","ground 25m NE at SN 09433 31173 is c 15cm lower","Abney level","2001-10-28","","145","OL35E","209407","231156","51.946174","-4.774568","W","",0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,"Pen y Garn-goch","31C",,"Ma,4","487","1598","SN884502","SN 88485 50285","SN871536","325","162","cairn on ancient cairn","trig point is 30m SSW of summit at SN 88476 50257","","2012-12-10","","147","187N 187S","288482","250280","52.139536","-3.630926","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,"Carn Gafallt","31C",,"Ma,4","466","1529","SN940646","SN 94008 64648","SN936638","309","157","cairn","ground c.50m SE is lower","Abney level","2001-10-28","","147","200W","294005","264643","52.269708","-3.554755","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,"Crugiau Merched","31C",,"Ma,4","462","1516","SN722455","SN 72221 45541","SN723462","257","205","large cairn","trig point 20m NNE at SN 72228 45560 is lower","Abney level","2001-10-28","","146 147","187S","272218","245536","52.093382","-3.866672","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,"Mynydd Pencarreg","31C",2203,"Hu,4","415","1362","SN575432","SN 57566 43222","SN600440","276","139","boulder 9m SW of trig point","trig point is at SN 57569 43228","obvious summit","2013-09-07","","146","186 199","257563","243217","52.068966","-4.079483","W","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,"Frenni Fawr","31C",,"Ma,3","395","1296","SN202349","SN 20300 34916","SN184341","218","177","no feature: ground 3m W of trig point","","Abney level","2008-11-10","","145","185","220297","234911","51.983526","-4.618265","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,"Hafod Ithel","31C",,"Ma,3","361","1184","SN610677","SN 61065 67800","SN645687","206","155","trig point","ground 60m N at SN 61061 67840 is 0.5m lower; summit 700mESE at SN 61738 67598 is c 3m lower","Abney level","2012-12-10","","135","199","261062","267795","52.290687","-4.038545","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,"Mynydd Carningli","31C",,"Ma,3","346","1135","SN062372","SN 06242 37231","SN058354","114","232","rock tor","tor 25m SSW at SN 06236 37208 is c 25cm lower; rock tor 55m SSW at SN 06217 37183 is c 15cm lower","Abney level","2012-12-10","","145","OL35E","206239","237226","51.999588","-4.824031","W","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,"Fforest","31C",2203,"Hu,3,sMa","341","1119","SN777393","","SN783413","199","142","","","","2001-10-28","OS mapping indicates alternative summit 150m E","146 160","187S","277700","239300","52.038581","-3.784461","W","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
