hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,Sy,Fel,CoH,CoA,CoU,CoL,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,DN,BL,Bg,T100,xMT,xC,xG,xN,xDT,O,Un,P600,P500
1971,"Yr Elen","30B",1965,"F,Sim,Hew,N","962","3156","SH673651","SH 67389 65118","SH676647","905","57","rock outcrop","rock outcrop with cairn 50m SSW at SH 67371 65073 is about 50cm lower; cairn 75m WNW at SH 67318 65142 is about 3m lower","Abney level","2008-06-30","","115","OL17W","267386","365115","53.166601","-3.985215","W","",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1972,"Y Garn","30B",,"Ma,F,Sim,Hew, N","947","3107","SH630595","SH 63092 59572","SH635584","711","236","cairn/shelter","","Abney level","2001-10-28","","115","OL17W","263089","359569","53.115691","-4.047079","W","",0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1973,"Foel-fras","30B",1965,"F,Sim,Hew,N","944.1","3097","SH696681","SH 69616 68124","SH 6880 6651","881.3","62.8","2m high rock spike 70m SW of trig point","rock spike is higher than top of trig point and about 50cm higher than block of rock 30m SW of trig point","Abney level/Leica RX1250","2017-12-13","","115","OL17E","269613","368121","53.194157","-3.953149","W","",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1974,"Garnedd Uchaf [Carnedd Gwenllian]","30B",1965,"F,Sim,Hew,N","925","3035","SH686669","SH 68701 66905","SH 6916 6734","892","33","rock outcrop","","Abney level/Leica RX1250","2017-12-13","summit and col measured as 925.0 and 892.0m respectively","115","OL17E OL17W","268698","366902","53.18298","-3.966335","W","",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1975,"Elidir Fawr","30B",,"Ma,F,Sim,Hew, N","924","3031","SH611612","SH 61176 61292","SH626614","712","212","rock c 25m SSW of windshelter","windshelter is at SH 61197 61304","Abney level","2016-10-18","","115","OL17W","261173","361289","53.130647","-4.076431","W","",0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1976,"Crib Goch","30B",1963,"F,Sim,Hew,N","923","3028","SH624551","SH 62424 55189","SH621551","858","65","rock","","","2001-10-28","","115","OL17W","262421","355186","53.076145","-4.055175","W","",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1977,"Tryfan","30B",,"Ma,F,Sim,Hew, N","917.5","3010","SH664593","SH 66408 59390","SH661588","727","191","Adam","","Leica 530","2010-06-28","","115","OL17W","266405","359387","53.114898","-3.997491","W","",0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1978,"Y Lliwedd","30B",,"Ma,Sim,Hew,N","898","2946","SH622533","SH 62245 53339","SH619537","744","154","rock","","","2001-10-28","","115","OL17W","262242","353336","53.059479","-4.057053","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1979,"Y Lliwedd East Top","30B",1978,"N","893","2930","SH624532","SH 62405 53253","SH622532","878","15","rock","","","2009-06-08","","115","OL17W","262402","353250","53.058748","-4.05463","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1980,"Moel Siabod","30B",,"Ma,Sim,Hew,N","872.2","2862","SH705546","SH 70527 54634","SH 6604 5560","272.3","599.9","rock 4m WSW of trig point","","obvious summit/Trimble GeoXH 6000","2018-05-15","LIDAR data indicates a col height of 272.5 with a consequent drop of 599.7m","115","OL18E","270524","354631","53.073185","-3.934069","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
1981,"Llwytmor","30B",1965,"Sim,Hew,N","849","2785","SH689692","SH 68950 69227","SH691690","776","73","small cairn","","","2014-10-19","","115","OL17E OL17W","268947","369224","53.203902","-3.963564","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1982,"Pen yr Helgi Du","30B",1965,"Sim,Hew,N","832.6","2732","SH697630","SH 69781 63048","SH 6943 6334","747.8","84.7","scattered cairn on W edge of summit","ground 5m SE of cairn is as high; ground 25m SE at SH 69792 63025 is 0.3m lower","Abney level/Trimble GeoXH 6000","2015-09-12","","115","OL17E","269778","363045","53.148595","-3.948612","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1983,"Foel-goch","30B",1972,"Sim,Hew,N","831","2726","SH628612","SH 62861 61214","SH627602","755","76","cairn","","","2012-12-10","","115","OL17W","262858","361211","53.130382","-4.051230","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1984,"Carnedd y Filiast","30B",1975,"Sim,Hew,N","821","2694","SH620627","SH 62041 62739","SH620615","745","76","small cairn","cairn is probably higher than windshelter 35m N at SH 62045 62775","","2001-10-28","","115","OL17W","262038","362736","53.143870","-4.064135","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1985,"Lliwedd Bach","30B",1978,"N","818","2684","SH627532","SH 62754 53232","SH626531","802","16","upright rock","","","2012-08-15","","115","OL17W","262751","353229","53.058649","-4.049417","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,"Mynydd Perfedd","30B",1975,"N,sSim","813","2667","SH623618","SH 62316 61891","SH622623","793","20","shelter","rock spike 10m S at SH 62319 61882 may be as high","","2012-12-10","","115","OL17W","262313","361888","53.136323","-4.059662","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1987,"Bera Bach","30B",1965,"N","806.5","2646","SH672677","SH 67209 67772","SH 6758 6760","788.7","17.8","rock","","Leica RX1250","2017-08-05","","115","OL17W","267206","367767","53.190381","-3.989008","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1988,"Y Foel Goch","30B",1967,"Sim,Hew,N","805","2641","SH677582","SH 67784 58219","SH672582","742","63","cairn","rocks 50m S at SH 67775 58170 and rock 120m SW at SH 67715 58120 are as high as cairn","Abney level","2012-12-10","","115","OL17W","267781","358216","53.104720","-3.976462","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1989,"Pen Llithrig y Wrach","30B",,"Ma,Sim,Hew,N","798.6","2620","SH716622","SH 71625 62293","SH 7095 6263","618.3","180.3","cairn","","obvious summit/Trimble GeoXH 6000","2015-09-12","","115","OL17E","271622","362290","53.142260","-3.920754","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1990,"Foel Meirch","30B",1965,"N","800","2625","SH658637","SH 65878 63744","SH658636","785","15","spike of rock","spike of rock 8m N at SH 65876 63753 is 5cm lower; pile of loose stones 10m NW at SH 65870 63754 is 20cm lower","Abney level","2009-11-20","","115","OL17W","265875","363741","53.153879","-4.007227","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"Bera Mawr","30B",1965,"N,sSim","793.7","2604","SH674682","SH 67485 68274","SH 6751 6815","764","29.7","rock pinnacle","","Trimble GeoXH 6000/Leica RX1250","2017-08-05","Col height measured as 764.0m. Deleted from the Simms July 2017","115","OL17W","267482","368267","53.194941","-3.985087","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1992,"Moel Hebog","30B",,"Ma,Sim,Hew,N","783","2569","SH564469","SH 56485 46943","SH576513","198","585","trig point","cairn 40m ENE at SH 56519 46963 is probably lower","","2007-03-10","","115","OL17W 254","256482","346940","53.000507","-4.140093","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
1993,"Drum","30B",1965,"Sim,Hew,N","771","2530","SH708695","SH 70846 69590","SH 7068 6904","722.6","48.4","rock in shelter","","Leica RX1250","2017-12-13","summit measured as 771.0m","115","OL17E","270843","369587","53.207628","-3.935342","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1994,"Moelwyn Mawr","30B",,"Ma,Sim,Hew,N","770","2526","SH658448","SH 65825 44864","SH699485","385","385","ground next to trig point","","","2003-02-10","","124","OL18W","265822","344861","52.984252","-4.000142","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1995,"Gallt yr Ogof","30B",1967,"Sim,Hew,N","763","2503","SH685585","SH 68529 58569","SH681583","721","42","rock 4m from cairn","rocky ground 8m NW at SH 68525 58575 & large rock 14m N at SH 68525 58585 are of equal height","Abney level","2012-12-10","","115","OL17E OL17W","268526","358566","53.108049","-3.965484","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1996,"Drosgl","30B",1965,"Sim,Hew,N","756.9","2483","SH663679","SH 66388 67987","SH 6678 6781","720.2","36.6","small cairn south of old burial mound","","Trimble GeoXH 6000","2014-10-04","","115","OL17W","266385","367984","53.192125","-4.001379","W","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1997,"Yr Aran","30B",,"Ma,Sim,Hew,N","747.2","2451","SH604515","SH 60440 51531","SH605521","512","235","rock by cairn","small knoll 25m NE is at least 0.5m lower","Leica NA730/Leica 530","2013-07-01","","115","OL17W","260437","351528","53.042769","-4.083184","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1998,"Craig Eigiau","30B",1965,"N,sSim","735","2411","SH713654","SH 71318 65429","SH 7119 6546","714.1","20.9","sloping slab","","Abney level/Leica RX1250","2017-12-13","summit measured as 735.0m","115","OL17E","271315","365426","53.170360","-3.926602","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1999,"Craig Cwm Silyn","30B",,"Ma,Sim,Hew,N","734","2408","SH525502","SH 52559 50267","SH553496","336","398","windshelter on ancient cairn","","Abney level","2001-10-28","","115","OL17W 254","252556","350264","53.029299","-4.200069","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2000,"Moel Eilio","30B",,"Ma,Sim,Hew,N","726","2382","SH555577","SH 55581 57718","SH572558","467","259","windshelter","","","2001-10-28","","115","OL17W 254","255578","357715","53.097055","-4.158386","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2001,"Carnedd y Filiast North Top [Y Fronllwyd]","30B",1975,"N","720","2362","SH617631","SH 61751 63165","SH 61870 63015","704","16.1","pointed rock","about 30m S of windshelter which is at SH 61755 63190","Leica NA730","2007-12-22","New Nuttall 2 Sept 2007","115","OL17W","261748","363162","53.147622","-4.068652","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,"Llechog","30B",1963,"N,sSim","720","2362","SH606567","SH 60616 56756","SH 6055 5663","692.1","28","rock","","Abney level/Trimble GeoXH 6000","2014-10-19","summit surveyed as 720.0 m","115","OL17W","260613","356753","53.089752","-4.082825","W","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2003,"Moelwyn Bach","30B",1994,"Hu,Sim,Hew,N","710","2329","SH660437","SH 66032 43746","SH660440","586","124","cairn on rocky rib","rock 40m NE at SH 66059 43778 is as high; small pile of stones 100m NE is probably lower","Abney level","2009-11-20","","124","OL18W","266029","343743","52.974260","-3.996597","W","",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2004,"Trum y Ddysgl","30B",,"Ma,Sim,Hew,N","709","2326","SH544516","SH 54487 51646","SH531507","505","204","no feature: grass","","","2001-10-28","","115","OL17W 254","254484","351643","53.042214","-4.171965","W","",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
