hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,Sy,Fel,CoH,CoA,CoU,CoL,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,DN,BL,Bg,T100,xMT,xC,xG,xN,xDT,O,Un,P600,P500
2887,"Watch Croft [White Downs]","40",,"Ma,2","253","830","SW420356","SW 42047 35703","SW546337","27","226","rock tor 25m SW of trig point","trig point at SW 42065 35722 is 90cm lower","Abney level","2013-02-02","","203","102","142044","35696","50.165031","-5.613469","E","",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888,"Beacon Hill (Lundy)","40",,"Hu,1,SIB,sMa","143","469","SS132443","","Sea","","143","","","","2007-12-22","","180","139","213200","144300","51.167362","-4.673286","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,"Great Links Tor","40",2877,"Hu,5,Dew","589","1932","SX550867","SX 55084 86767","SX578857","477","112","rock tor by trig point","tor is about 3m higher than trig point","obvious summit","2007-12-22","","191","OL28N","255081","86761","50.662431","-4.051835","E","",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3650,"Amicombe Hill [Kitty Tor]","40",2877,"5,Dew","584","1916","SX566872","SX 56692 87288","SX554877","548","36","rock tor by flagpole","higher than ground 200m SSE","Abney level","2011-11-20","","191","OL28N","256689","87282","50.667512","-4.029300","E","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3651,"Cosdon Hill [South Tawton Common]","40",2877,"5,Dew","550","1804","SX636915","SX 63619 91509","SX627886","468","82","rock: highest point of ancient cairn 10m N of trig point","enormous ancient cairn appears to cover natural summit. Both trig point (SX 63619 91498) and large modern cairn (SX 63663607 91501) sit on the ancient cairn","Abney level","2017-12-13","","191","OL28N 113","263616","91503","50.707114","-3.932897","E","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,"Great Mis Tor","40",2877,"5,Dew","538","1765","SX562769","SX 56267 76908","SX575776","457","81","rock by range warning flagpole on rock tor","rock 25m N on tor (SX 56269 76937) is 1m lower","Abney level","2007-03-10","","191","OL28N OL28S","256264","76902","50.574118","-4.031286","E","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653,"Hameldown [Hamel Down]","40",2877,"5,Dew,sHu","532","1745","SX705799","SX 70570 79917","SX677814","435","97","rim of hollowed tumulus 8m from modern stone sign","trig point 700m NNW at SX 70313 80573 is about 2m lower","Abney level","2007-03-10","","191","OL28N","270567","79911","50.604511","-3.830453","E","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3654,"Steeperton Tor","40",2877,"5,Dew","532","1745","SX618887","SX 61851 88725","SX617882","501","31","top of rock tor","","Abney level","2012-07-31","","191","OL28N","261848","88719","50.681675","-3.956880","E","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,"Higher White Tor","40",2877,"5,Dew","527","1729","SX619785","SX 61970 78594","SX617796","478","49","cairn","","obvious summit","2012-07-31","","191","OL28N","261967","78588","50.590648","-3.951421","E","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656,"North Hessary Tor","40",2877,"5,Dew","517","1696","SX578742","SX 57876 74223","SX575750","454","63","trig point on rock tor","","obvious summit","2007-03-10","","191","OL28N OL28S","257873","74217","50.550381","-4.007551","E","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3657,"Ryder's Hill","40",2877,"Hu,5,Dew","515","1690","SX659690","SX 65980 69069","SX603698","406","109","embedded rock 2m from trig point","","obvious summit","2007-03-10","","202","OL28S","265977","69063","50.505971","-3.891373","E","",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,"Beardown Tors","40",2877,"5,Dew","513","1683","SX602773","SX 60288 77318","SX602779","481","32","SE top of W rock tor","this summit is 25cm higher than NW summit of this rock tor at SX60238 77357; all other features in summit area are lower","Abney level","2007-03-10","","191","OL28N","260285","77312","50.578779","-3.974689","E","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3659,"White Ridge","40",2877,"5,Dew","505.7","1659","SX648821","SX 64846 82153","SX640827","456","50","no feature","ground 25m NE is of very similar height; ground 235m E at SX 65075 82207 is lower (504m spot height on 1:50k map)","Abney level","2018-02-18","","191","OL28N","264843","82147","50.62331","-3.912111","E","",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5400,"Rippon Tor","40",2877,"Hu,4","476","1562","SX746755","SX 74665 75582","SX739791","358","118","slab of rock 4m ENE of trig point","rock is 60cm higher than flush bracket of trig point","Abney level","2014-02-14","","191","OL28N OL28S","274662","75576","50.56644","-3.771151","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5401,"Easdon Tor","40",2877,"Hu,4","439","1440","SX729823","SX 72951 82316","SX729810","316","123","rock flake 2m E of trig point","rock is 8cm higher than flush bracket of trig point","Abney level","2009-06-08","","191","OL28N","272948","82310","50.626599","-3.797645","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5402,"Kilmar Tor","40",2881,"Hu,3","396","1299","SX252748","SX 25254 74887","SX216746","278","118","rock tor 50m SW of trig point","trig point is at SX 25297 74907","obvious summit","2009-06-08","","201","109","225251","74881","50.547502","-4.467931","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5403,"Brent Tor","40",2877,"Hu,3","334","1096","SX470803","SX 47071 80404","SX502829","204","130","grassy mound beside rear church door","","","2009-06-08","","191 201","112","247068","80398","50.603199","-4.162502","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5404,"Three Gates Hill","40",2889,"Hu,2","286","938","SS981191","SS 98121 19198","ST027229","163","123","ground 15m from S hedge in field behind mast","ground 50m E at SS 98171 19185 near water butt c.5m E of corner of 4 fields is just lower","Abney level","2009-06-08","","181","114N","298118","119192","50.963109","-3.452159","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5405,"Fursdon Hill","40",2889,"Hu,2","254","833","SS924049","SS 92410 05005","SS890070","142","112","no feature: ground in small fenced copse","","Abney level","2009-06-08","","192","114S","292407","104999","50.834484","-3.529268","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5406,"Colleywell Hill","40",2877,"Hu,2","253","830","SX921809","","SX823933","123","130","","","","2010-05-06","Twinned with 8031 Great Haldon. Alternative summit at SX923808","192","OL44 110","292100","80900","50.617784","-3.526572","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5407,"Waddles Down","40",2877,"Hu,2","248","814","SX865946","SX 86547 94700","SX844930","135","113","ground 15m W of trig point behind BT mast compound","trig point (SX 86562 94701) is 0.5m lower","Abney level","2009-11-20","alternative summit 1.5km west at SX851947","191","114S","286544","94694","50.74073","-3.60931","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5408,"Bingwell Hill","40",2885,"Hu,2","237","778","SS967110","SS 96728 11020","SS979083","127","110","no feature: ground in field behind mast","summit is 55m S of trig point (SS 96746 11079)","Abney level","2012-07-31","","192","114N","296726","111014","50.889344","-3.469669","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5409,"Bulverton Hill","40",2892,"Hu,2","212","696","SY106893","SY 10638 89353","SY107900","97","115","no feature","flat summit area","","2010-05-06","","192","115","310636","89347","50.696868","-3.266682","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5410,"Bin Down","40",2881,"Hu,2","203","666","SX276578","SX 27648 57837","SX272615","102","101","tall man made mound","adjacent mound 8m away at SX 27642 57832 is as high; ground 50m WSW may also be as high as base of mounds","","2009-06-08","","201","107","227645","57831","50.395016","-4.426314","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5411,"Beacon Hill","40",2877,"Hu,1,CoU","196","643","SX857620","SX 85793 62032","SX803687","73","123","no feature","ground c 10m W of trig point at SX 85805 62034 (trig point in mast compound on top of covered reservoir)","","2009-06-08","","202","OL20E OL44 110","285790","62026","50.446914","-3.609941","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5412,"Tregonning Hill","40",2886,"Hu,1","194","636","SW599300","SW 59926 30048","SW616302","92","102","trig point","rock c 8m N of war memorial at SW 59906 30070 is as high; ground on ramparts 10m SE of trig point at SW 59934 30040 is highest point but not natural ground","Abney level","2010-03-28","","203","102","159923","30041","50.121773","-5.360022","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5413,"Woodbury Common","40",2892,"Hu,1","183","600","SY032874","SY 03230 87483","SY064991","81","102","no feature: ground on earthworks","tumulus 400m N at SY 03256 87866 is several metres lower","Abney level","2009-06-08","","192","115","303227","87477","50.678870","-3.371053","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5414,"Great Hill","40",2877,"Hu,1","180","591","SX912679","","SX900660","52","128","","","","2009-11-20","","202","OL44 110","291200","67900","50.500749","-3.535486","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,"Slappers Hill","40",2877,"Hu,1","179","587","SX894531","SX 89472 53192","SX895563","57","122","trig point","","","2012-07-31","","202","OL20E","289469","53186","50.368147","-3.55554","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5416,"White Down","40",2892,"Hu,1","167","548","ST007015","ST 00745 01576","ST031028","51","116","no feature","note that trees hamper GPS measurement","","2010-03-28","","192","115","300742","101570","50.805148","-3.410014","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5417,"Stoke Hill","40",2892,"Hu,1","161","528","SX937953","SX 93790 95366","SX964995","36","125","no feature: ground by covered reservoir","","","2012-07-31","","192","114S","293787","95360","50.748088","-3.506889","E","",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5507,"Higher Newford","40",,"0,CoU,SIB","51","167","SV912120","SV 91228 12060","Sea","","51","no feature: 3m from wall on W side of road","","","2009-06-08","","203","101","91225","12052","49.928706","-6.304082","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5529,"Woolwell Road","40",2877,"CoU","162","531","SX504615","SX 50472 61583","SX504615","162","0","middle of roundabout between Tescos and the council offices","","","2010-09-07","","201","OL20W OL28S","250469","61577","50.434936","-4.106929","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5615,"Hound Tor","40",2877,"O","414","1358","SX742789","SX 74254 78963","SX 7416 7859","386.2","28","central rocky outcrop","","obvious summit","2018-07-22","On Trail 100 list","191","OL28N","274251","78957","50.596742","-3.778095","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7774,"Black Hill","40",2877,"s5","584","1916","SX604846","SX 60409 84616","SX608857","561","23","small cairn","flat summit area","","2011-11-27","","191","OL28N","260406","84610","50.644400","-3.975727","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7775,"Brown's House Top","40",2877,"s5","539","1768","SX614804","SX 61420 80425","SX612810","512","27","no feature: grass","very flat summit area","","2011-11-27","","191","OL28N","261417","80419","50.606974","-3.959870","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7776,"Sittaford Tor","40",2877,"s5","538","1765","SX633830","SX 63325 83045","SX626821","516","22","no feature: grassy mound","","obvious summit","2011-11-27","","191","OL28N","263322","83039","50.630972","-3.933930","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7777,"Hare Tor","40",2877,"s5","531","1742","SX550842","SX 55078 84237","SX552844","505","26","ground by concreted iron ring ca 2m from MOD range warning flagpole","","obvious summit","2011-11-27","","191","OL28N","255075","84231","50.639692","-4.050929","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7778,"East Mill Tor","40",2877,"s5","513","1683","SX599898","SX 59935 89889","SX598894","487","26","flat rock slab","ground 12m SE at SX 59941 89879 may be as high","","2011-11-27","","191","OL28N","259932","89883","50.691678","-3.984425","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7779,"Assycombe Hill","40",2877,"4","498.6","1636","SX664820","SX 66448 82026","SX 6557 8154","439.7","58.9","knoll a few metres N of marker stone","","","2018-07-22","","191","OL28N","266445","82020","50.622538","-3.88943","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7780,"Hookney Tor","40",2877,"s4","497","1631","SX699813","SX 69906 81317","SX704811","473","24","rock slab","tor at SX 69865 81292 is 15cm lower; summit may be a tumulus which if correct then the tor would be the natural summit","Abney level","2018-07-22","","191","OL28N","269903","81311","50.616947","-3.840322","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7781,"Hound Tor","40",2877,"s4","495","1624","SX628890","SX 62883 89021","SX632895","475","20","grassy outcrop","","","2011-11-27","","191","OL28N","262880","89015","50.684579","-3.942391","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7782,"Penn Moor","40",2877,"4","493","1617","SX602645","SX 60295 64594","SX618667","452","41","no feature: ground c 100m NNE of trig point","","Abney level","2011-11-27","","202","OL20W OL28S","260292","64588","50.46442","-3.969822","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7783,"Corndon Tor [Corndon Down]","40",2877,"4,sHu","434","1424","SX685741","SX 68598 74155","SX681763","338","96","rock tor","","obvious summit","2012-07-31","","191","OL28N OL28S","268595","74149","50.552279","-3.856268","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7784,"Meldon Hill","40",2877,"3","390","1280","SX696861","SX 69638 86146","SX 6877 8530","300.8","89","tor","","","2018-07-22","","191","OL28N","269635","86140","50.660292","-3.845808","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7785,"Hendra Downs [The Beacon]","40",2881,"3,sHu","369","1211","SX196792","SX 19655 79280","SX179807","278","91","rock","rock 15m WNW at SX 19641 79286 is slightly lower","Abney level","2011-11-27","","201","109","219652","79274","50.585269","-4.549009","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7786,"Holdstone Hill [Holdstone Down]","40",2889,"3,sHu","349","1145","SS619477","SS 61970 47706","SS618467","259","90","no feature: ground by path","summit is 20m E of trig point and huge pile of stones","Abney level","2011-11-27","","180","OL9W","261967","147700","51.211777","-3.977568","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7787,"Hunter's Tor","40",2877,"3,sHu","326","1070","SX761823","","SX759829","231","95","","","","2011-11-27","","191","OL28N","276100","82300","50.627188","-3.753102","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
