date,newCasesBySpecimenDate,newCasesByPublishDate
2020-08-07,5,3
2020-08-08,9,3
2020-08-09,1,7
2020-08-10,7,4
2020-08-11,5,9
2020-08-12,7,8
2020-08-13,6,0
2020-08-14,12,10
2020-08-15,19,5
2020-08-16,6,10
2020-08-17,13,4
2020-08-18,7,19
2020-08-19,14,18
2020-08-20,12,6
2020-08-21,6,12
2020-08-22,1,6
2020-08-23,7,11
2020-08-24,4,4
2020-08-25,11,5
2020-08-26,7,5
2020-08-27,6,15
2020-08-28,6,6
2020-08-29,4,8
2020-08-30,1,5
2020-08-31,9,3
2020-09-01,18,1
2020-09-02,20,4
2020-09-03,14,11
2020-09-04,6,10
2020-09-05,7,7
2020-09-06,7,17
2020-09-07,18,10
2020-09-08,10,9
2020-09-09,15,6
2020-09-10,9,12
2020-09-11,8,12
2020-09-12,13,10
2020-09-13,6,11
2020-09-14,13,6
2020-09-15,18,19
2020-09-16,13,15
2020-09-17,10,8
2020-09-18,16,26
2020-09-19,13,18
2020-09-20,15,11
2020-09-21,12,9
2020-09-22,16,15
2020-09-23,14,17
2020-09-24,17,11
2020-09-25,18,20
2020-09-26,16,9
2020-09-27,24,24
2020-09-28,13,6
2020-09-29,20,29
2020-09-30,21,15
2020-10-01,30,19
2020-10-02,28,7
2020-10-03,7,32
2020-10-04,19,43
2020-10-05,37,28
2020-10-06,47,29
2020-10-07,40,35
2020-10-08,46,32
2020-10-09,52,25
2020-10-10,41,40
2020-10-11,35,33
2020-10-12,52,50
2020-10-13,76,33
2020-10-14,62,71
2020-10-15,76,60
2020-10-16,108,77
2020-10-17,81,59
2020-10-18,53,52
2020-10-19,126,102
2020-10-20,118,128
2020-10-21,107,107
2020-10-22,159,100
2020-10-23,102,86
2020-10-24,100,95
2020-10-25,94,127
2020-10-26,139,134
2020-10-27,125,142
2020-10-28,150,129
2020-10-29,161,107
2020-10-30,168,145
2020-10-31,117,117
2020-11-01,105,194
2020-11-02,209,126
2020-11-03,196,118
2020-11-04,146,176
2020-11-05,176,119
2020-11-06,169,201
2020-11-07,129,153
2020-11-08,184,137
2020-11-09,258,174
2020-11-10,275,181
2020-11-11,203,211
2020-11-12,189,302
2020-11-13,205,208
2020-11-14,150,171
2020-11-15,140,201
2020-11-16,210,252
2020-11-17,220,151
2020-11-18,152,141
2020-11-19,165,249
2020-11-20,131,173
2020-11-21,98,158
2020-11-22,100,134
2020-11-23,170,122
2020-11-24,137,104
2020-11-25,139,147
2020-11-26,136,165
2020-11-27,149,123
2020-11-28,94,141
2020-11-29,59,122
2020-11-30,27,108
2020-12-01,0,126
