date,newCasesBySpecimenDate,newCasesByPublishDate
2020-08-07,1,3
2020-08-08,3,0
2020-08-09,0,1
2020-08-10,1,3
2020-08-11,1,0
2020-08-12,5,1
2020-08-13,2,0
2020-08-14,3,5
2020-08-15,2,0
2020-08-16,1,4
2020-08-17,6,3
2020-08-18,1,3
2020-08-19,1,3
2020-08-20,4,2
2020-08-21,2,0
2020-08-22,1,4
2020-08-23,1,2
2020-08-24,2,2
2020-08-25,3,2
2020-08-26,7,1
2020-08-27,0,3
2020-08-28,7,4
2020-08-29,4,0
2020-08-30,2,10
2020-08-31,6,5
2020-09-01,10,4
2020-09-02,10,6
2020-09-03,10,10
2020-09-04,10,2
2020-09-05,11,4
2020-09-06,10,7
2020-09-07,14,13
2020-09-08,14,12
2020-09-09,13,18
2020-09-10,10,8
2020-09-11,15,4
2020-09-12,3,19
2020-09-13,4,13
2020-09-14,10,8
2020-09-15,12,9
2020-09-16,12,4
2020-09-17,19,15
2020-09-18,19,11
2020-09-19,6,9
2020-09-20,5,7
2020-09-21,11,9
2020-09-22,15,15
2020-09-23,17,7
2020-09-24,24,25
2020-09-25,13,7
2020-09-26,3,16
2020-09-27,14,14
2020-09-28,42,11
2020-09-29,23,22
2020-09-30,46,9
2020-10-01,32,15
2020-10-02,67,30
2020-10-03,74,28
2020-10-04,61,47
2020-10-05,97,48
2020-10-06,101,44
2020-10-07,114,72
2020-10-08,126,118
2020-10-09,90,65
2020-10-10,67,46
2020-10-11,35,39
2020-10-12,95,60
2020-10-13,87,105
2020-10-14,107,98
2020-10-15,79,92
2020-10-16,100,31
2020-10-17,82,92
2020-10-18,76,87
2020-10-19,128,49
2020-10-20,135,129
2020-10-21,156,138
2020-10-22,153,106
2020-10-23,118,120
2020-10-24,65,154
2020-10-25,101,133
2020-10-26,129,103
2020-10-27,145,91
2020-10-28,137,142
2020-10-29,150,115
2020-10-30,103,125
2020-10-31,73,122
2020-11-01,61,130
2020-11-02,168,98
2020-11-03,161,110
2020-11-04,152,112
2020-11-05,150,97
2020-11-06,135,144
2020-11-07,90,129
2020-11-08,131,78
2020-11-09,164,123
2020-11-10,159,135
2020-11-11,142,103
2020-11-12,136,114
2020-11-13,132,146
2020-11-14,85,296
2020-11-15,76,124
2020-11-16,124,455
2020-11-17,86,95
2020-11-18,99,52
2020-11-19,82,114
2020-11-20,75,123
2020-11-21,38,65
2020-11-22,35,72
2020-11-23,65,83
2020-11-24,65,41
2020-11-25,51,49
2020-11-26,45,73
2020-11-27,35,48
2020-11-28,20,40
2020-11-29,0,33
2020-11-30,0,34
